CVE ID,CWE ID,Name,Classification,Confidence,Abstraction,Notes
"CVE-2022-23039","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-33733","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Primary","0.75","Class","Discouraged"
"CVE-2022-33733","CWE-862","Missing Authorization","Secondary","0.75","Class","Allowed-with-Review"
"CVE-2022-21820","CWE-390","Detection of Error Condition Without Action","Primary","0.90","Base","Primary CWE"
"CVE-2022-21820","CWE-787","Out-of-bounds Write","Primary","0.40","Base","Secondary Candidate"
"CVE-2022-21820","CWE-125","Out-of-bounds Read","Primary","0.40","Base","Secondary Candidate"
"CVE-2021-21816","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Primary","0.90","Class","Discouraged; but applicable"
"CVE-2021-21816","CWE-306","Missing Authentication for Critical Function","Secondary","0.70","Base","Allowed"
"CVE-2022-1764","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","1.00","Compound","Primary CWE"
"CVE-2022-1764","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Secondary Candidate"
"CVE-2022-2071","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","1.00","Compound","Primary CWE"
"CVE-2022-2071","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Secondary CWE"
"CVE-2022-20266","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2022-20266","CWE-1284","Improper Validation of Specified Quantity in Input","Secondary","0.70","Base","Allowed"
"CVE-2022-2276","CWE-352","Cross-Site Request Forgery (CSRF)","Primary","1.00","Compound","Primary CWE"
"CVE-2022-2276","CWE-862","Missing Authorization","Primary","1.00","Class","Secondary Candidate"
"CVE-2022-1811","CWE-434","Unrestricted Upload of File with Dangerous Type","Primary","1.00","Base","Primary CWE"
"CVE-2022-2124","CWE-125","Out-of-bounds Read","Primary","1.00","Base","Allowed"
"CVE-2022-2124","CWE-126","Buffer Over-read","Secondary","0.70","Variant","Allowed"
"CVE-2022-31746","CWE-201","Insertion of Sensitive Information Into Sent Data","Primary","0.95","Base","Primary CWE"
"CVE-2022-31746","CWE-598","Use of GET Request Method With Sensitive Query Strings","Primary","0.85","Variant","Secondary Candidate"
"CVE-2022-1159","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","1.00","Base","Allowed-with-Review"
"CVE-2022-26034","CWE-287","Improper Authentication","Primary","0.90","Class","Discouraged; but selected because no more specific Base CWE fits"
"CVE-2022-26034","CWE-653","Improper Isolation or Compartmentalization","Secondary","0.70","Class","Allowed"
"CVE-2021-41277","CWE-918","Server-Side Request Forgery (SSRF)","Primary","0.90","Base","Allowed"
"CVE-2021-41277","CWE-20","Improper Input Validation","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-27490","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Primary","0.90","Class","Discouraged due to being a high-level class; but most applicable based on the evidence."
"CVE-2022-27490","CWE-497","Exposure of Sensitive System Information to an Unauthorized Control Sphere","Secondary","0.70","Base","Allowed; a more specific type of CWE-200; but evidence is less direct."
"CVE-2022-27490","CWE-863","Incorrect Authorization","Secondary","0.60","Class","Allowed-with-Review; considered as a potential root cause but the description focuses more on information exposure."
"CVE-2021-44381","CWE-1287","Improper Validation of Specified Type of Input","Primary","0.90","Base","Primary CWE"
"CVE-2021-44381","CWE-20","Improper Input Validation","Secondary","0.70","Class","Secondary Candidate"
"CVE-2021-44381","CWE-400","Uncontrolled Resource Consumption ('Denial of Service')","Primary","0.60","Class","Secondary Candidate"
"CVE-2021-43925","CWE-89","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","Primary","1.00","Base","Allowed"
"CVE-2022-25214","CWE-284","Improper Access Control","Unknown","0.80","Pillar","The name; "Improper Access Control;" is often misused in low-information vulnerability reports."
"CVE-2022-25214","CWE-306","Missing Authentication for Critical Function","Primary","0.70","Base","This CWE entry is at the Base level of abstraction; which is a preferred level of abstraction for mapping to the root causes of vulnerabilities."
"CVE-2022-25214","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Unknown","0.60","Class","CWE-200 is commonly misused to represent the loss of confidentiality in a vulnerability; but confidentiality loss is a technical impact - not a root cause error."
"CVE-2022-28488","CWE-457","Use of Uninitialized Variable","Primary","1.00","Variant","Primary CWE"
"CVE-2022-27660","CWE-284","Improper Access Control","Primary","0.90","Base","Allowed"
"CVE-2022-27660","CWE-1284","Improper Validation of Specified Quantity in Input","Secondary","0.60","Base","Allowed"
"CVE-2022-27660","CWE-770","Allocation of Resources Without Limits or Throttling","Secondary","0.50","Base","Allowed"
"CVE-2022-27575","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Primary","0.80","Class","Discouraged; but chosen due to direct match with "Information exposure" and lack of more specific details."
"CVE-2022-27575","CWE-668","Exposure of Resource to Wrong Sphere","Secondary","0.60","Class","Discouraged. Considered because it matches the "access currently launched foreground app information without permission" aspect; but CWE-200 is a better overall fit."
"CVE-2022-21191","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-21191","CWE-20","Improper Input Validation","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-0993","CWE-306","Missing Authentication for Critical Function","Primary","0.90","Base","Allowed"
"CVE-2022-0993","CWE-287","Improper Authentication","Secondary","0.60","Class","Discouraged"
"CVE-2022-0993","CWE-1390","Weak Authentication","Secondary","0.50","Class","Allowed-with-Review"
"CVE-2022-31772","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.80","Base","Allowed"
"CVE-2022-31772","CWE-400","Uncontrolled Resource Consumption ('Resource Exhaustion')","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2021-28633","CWE-379","Creation of Temporary File in Directory with Insecure Permissions","Primary","1.00","Base","Allowed"
"CVE-2021-28633","CWE-377","Insecure Temporary File","Secondary","0.50","Class","Allowed-with-Review"
"CVE-2021-41571","CWE-863","Incorrect Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2021-41571","CWE-639","Authorization Bypass Through User-Controlled Key","Secondary","0.80","Base","Allowed"
"CVE-2022-4247","CWE-89","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-42725","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Primary CWE"
"CVE-2021-42725","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-25302","CWE-431","Missing Handler","Primary","1.00","Base","Primary CWE. The vulnerability is due to a **missing handler for failed casting**."
"CVE-2022-25302","CWE-755","Improper Handling of Exceptional Conditions","Secondary","0.70","Class","Secondary candidate. The **missing handler** is a specific case of not properly handling an exceptional condition."
"CVE-2022-25302","CWE-248","Uncaught Exception","Primary","0.60","Base","Secondary candidate. The **missing handler for a failed casting** can result in an uncaught exception."
"CVE-2022-25302","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.50","Base","Secondary candidate. The **missing handler** could lead to uncontrolled resource allocation under specific circumstances."
"CVE-2021-0078","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2021-0078","CWE-1288","Improper Validation of Consistency within Input","Secondary","0.60","Base","Allowed"
"CVE-2022-26437","CWE-908","Use of Uninitialized Resource","Primary","0.90","Base","Primary CWE"
"CVE-2022-26437","CWE-787","Out-of-bounds Write","Secondary","0.80","Base","Secondary CWE"
"CVE-2021-44376","CWE-20","Improper Input Validation","Primary","1.00","Class","Allowed"
"CVE-2021-44376","CWE-476","NULL Pointer Dereference","Secondary","0.70","Base","Allowed"
"CVE-2022-34306","CWE-113","Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')","Primary","0.90","Variant","Primary CWE"
"CVE-2022-34306","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-34306","CWE-444","Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling')","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-34306","CWE-116","Improper Encoding or Escaping of Output","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-34306","CWE-20","Improper Input Validation","Secondary","0.40","Class","Secondary Candidate"
"CVE-2022-39898","CWE-284","Improper Access Control","Unknown","0.75","Pillar","High-level; consider more specific descendants"
"CVE-2022-35666","CWE-20","Improper Input Validation","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-35666","CWE-787","Out-of-bounds Write","Secondary","0.70","Base","Allowed"
"CVE-2021-44414","CWE-20","Improper Input Validation","Primary","1.00","Base","Primary CWE"
"CVE-2021-44414","CWE-400","Uncontrolled Resource Consumption","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-1053","CWE-345","Insufficient Verification of Data Authenticity","Primary","0.85","Class","Allowed-with-Review"
"CVE-2022-1053","CWE-295","Improper Certificate Validation","Secondary","0.60","Base","Allowed"
"CVE-2022-32484","CWE-20","Improper Input Validation","Unknown","0.90","Class","Consider lower-level children for more specific weaknesses."
"CVE-2022-32484","CWE-453","Insecure Default Variable Initialization","Primary","0.50","Variant","Secondary candidate based on BIOS context."
"CVE-2022-31168","CWE-863","Incorrect Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-31168","CWE-267","Privilege Defined With Unsafe Actions","Secondary","0.70","Base","Allowed"
"CVE-2021-45382","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2021-45382","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-25912","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","0.90","Base","Allowed"
"CVE-2022-25912","CWE-88","Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')","Secondary","0.70","Base","Allowed"
"CVE-2022-20321","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-20321","CWE-200","Information Exposure","Primary","0.70","Class","Secondary CWE"
"CVE-2022-20695","CWE-303","Incorrect Implementation of Authentication Algorithm","Primary","1.00","Base","Primary CWE"
"CVE-2022-20695","CWE-305","Authentication Bypass by Primary Weakness","Primary","0.75","Base","Secondary Candidate"
"CVE-2022-20695","CWE-798","Use of Hard-coded Credentials","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-3564","CWE-416","Use After Free","Primary","1.00","Variant","Allowed"
"CVE-2022-3564","CWE-362","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","Secondary","0.70","Class","Allowed-with-Review"
"CVE-2021-44392","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged"
"CVE-2021-44392","CWE-1287","Improper Validation of Specified Type of Input","Secondary","0.80","Base","Allowed"
"CVE-2021-39144","CWE-502","Deserialization of Untrusted Data","Primary","0.90","Base","Primary CWE: The vulnerability involves deserializing untrusted data leading to command execution."
"CVE-2021-39144","CWE-915","Improperly Controlled Modification of Dynamically-Determined Object Attributes","Primary","0.60","Base","Secondary CWE: The vulnerability allows modification of object attributes during deserialization; which can lead to code execution."
"CVE-2021-28918","CWE-1389","Incorrect Parsing of Numbers with Different Radices","Primary","1.00","Base","Primary CWE"
"CVE-2021-28918","CWE-918","Server-Side Request Forgery (SSRF)","Primary","0.80","Base","Secondary CWE"
"CVE-2021-36741","CWE-20","Improper Input Validation","Primary","0.80","Class","Discouraged"
"CVE-2021-36741","CWE-434","Unrestricted Upload of File with Dangerous Type","Secondary","0.50","Base","Allowed"
"CVE-2021-36741","CWE-73","External Control of File Name or Path","Secondary","0.30","Base","Allowed"
"CVE-2022-3723","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","1.00","Base","Primary CWE. The vulnerability is caused by **type confusion** in the V8 engine; which allows a remote attacker to potentially exploit heap corruption."
"CVE-2022-22104","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Primary CWE. The **improper check** leads to **memory corruption** which results in an out-of-bounds write."
"CVE-2022-22104","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.60","Base","Secondary CWE. The **improper check on the messages received** can be seen as a failure to validate the quantity of data received."
"CVE-2022-33328","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-43883","CWE-117","Improper Output Neutralization for Logs","Primary","0.90","Base","Primary CWE"
"CVE-2022-43883","CWE-532","Insertion of Sensitive Information into Log File","Primary","0.60","Base","Secondary Candidate"
"CVE-2021-37976","CWE-787","**Out-of-bounds Write**","Primary","0.70","Base","Allowed"
"CVE-2021-37976","CWE-416","Use After Free","Secondary","0.60","Variant","Allowed"
"CVE-2021-37976","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Secondary","0.50","Base","Allowed"
